rank_this_week,rank_last_week,player_name,rounds,avg,total_distance,total_drives,tournamet_id,tournament_name,year,type
71,,Jim Herman,4,280.8,"2,246",8,t033,PGA Championship,2020,weekly
72,,Nate Lashley,4,280.3,"2,242",8,t033,PGA Championship,2020,weekly
73,,Brian Harman,4,278.8,"2,230",8,t033,PGA Championship,2020,weekly
74,,Rory Sabbatini,4,277.1,"2,217",8,t033,PGA Championship,2020,weekly
75,,Charl Schwartzel,4,276,"2,208",8,t033,PGA Championship,2020,weekly
76,68,Chez Reavie,4,274.5,"2,196",8,t033,PGA Championship,2020,weekly
77,74,Brendon Todd,4,272.3,"2,178",8,t033,PGA Championship,2020,weekly
78,T56,Patrick Reed,4,271.6,"2,173",8,t033,PGA Championship,2020,weekly
79,,Mark Hubbard,4,268.8,"2,150",8,t033,PGA Championship,2020,weekly
1,NA,Bryson DeChambeau,4,331,"2,648",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
2,NA,Cameron Champ,4,315.8,"2,526",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
3,NA,Brooks Koepka,4,314.6,"2,517",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T4,NA,Bubba Watson,4,313.1,"2,505",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T4,NA,Tony Finau,4,313.1,"2,505",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
6,NA,Dustin Johnson,4,312.3,"2,498",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
7,NA,Rory McIlroy,4,312.1,"2,497",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
8,NA,Sergio Garcia,4,309.4,"2,475",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
9,NA,Max Homa,4,309.3,"2,474",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
10,NA,Jon Rahm,4,309,"2,472",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T11,NA,Jason Kokrak,4,308.5,"2,468",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T11,NA,Tom Lewis,4,308.5,"2,468",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
13,NA,Joaquin Niemann,4,307.9,"2,463",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
14,NA,Shane Lowry,4,307.1,"2,457",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
15,NA,Haotong Li,4,306.9,"2,455",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
16,NA,Robert MacIntyre,4,306.3,"2,450",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
17,NA,Danny Willett,4,306.1,"2,449",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
18,NA,Gary Woodland,4,305.3,"2,442",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
19,NA,Matthew Wolff,4,305.1,"2,441",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
20,NA,Mackenzie Hughes,4,304.9,"2,439",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
21,NA,Xander Schauffele,4,304.6,"2,437",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
22,NA,Erik van Rooyen,4,304.3,"2,434",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
23,NA,Tommy Fleetwood,4,303.3,"2,426",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
24,NA,Hideki Matsuyama,4,303.1,"2,425",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T25,NA,Patrick Cantlay,4,302.6,"2,421",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T25,NA,Phil Mickelson,4,302.6,"2,421",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
27,NA,Sung Kang,4,302.4,"2,419",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
28,NA,Scottie Scheffler,4,301.8,"2,414",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
29,NA,Matt Wallace,4,301.6,"2,413",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T30,NA,Keegan Bradley,4,301.5,"2,412",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T30,NA,Paul Casey,4,301.5,"2,412",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T30,NA,Louis Oosthuizen,4,301.5,"2,412",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
33,NA,Tyrrell Hatton,4,301.3,"2,410",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
34,NA,Jason Day,4,300.1,"2,401",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T35,NA,Matt Jones,4,299.6,"2,397",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T35,NA,Collin Morikawa,4,299.6,"2,397",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
37,NA,Byeong Hun An,4,298.8,"2,390",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
38,NA,Rickie Fowler,4,297.5,"2,380",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
39,NA,Jordan Spieth,4,296.9,"2,375",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
40,NA,Matt Fitzpatrick,4,296.8,"2,374",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
41,NA,Corey Conners,4,296.4,"2,371",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
42,NA,Webb Simpson,4,296.3,"2,370",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
43,NA,Billy Horschel,4,295.9,"2,367",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
44,NA,Victor Perez,4,295.6,"2,365",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
45,NA,Justin Thomas,4,295.5,"2,364",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T46,NA,J.T. Poston,4,294.6,"2,357",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T46,NA,Ryan Palmer,4,294.6,"2,357",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
48,NA,Shaun Norris,4,294.5,"2,356",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
49,NA,Lucas Herbert,4,294.4,"2,355",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
50,NA,Jazz Janewattananond,4,294.3,"2,354",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
51,NA,Sungjae Im,4,294,"2,352",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
52,NA,Daniel Berger,4,293.4,"2,347",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
53,NA,Bernd Wiesberger,4,292.6,"2,341",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
54,NA,Cameron Smith,4,292.5,"2,340",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
55,NA,C.T. Pan,4,292.4,"2,339",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T56,NA,Joel Dahmen,4,291.4,"2,331",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T56,NA,Patrick Reed,4,291.4,"2,331",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
58,NA,Viktor Hovland,4,290.4,"2,323",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
59,NA,Kevin Streelman,4,290.3,"2,322",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
60,NA,Adam Hadwin,4,289.9,"2,319",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T61,NA,Abraham Ancer,4,289.8,"2,318",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
T61,NA,Sebastian Soderberg,4,289.8,"2,318",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
63,NA,Rafa Cabrera Bello,4,289.4,"2,315",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
64,NA,Nick Taylor,4,289.3,"2,314",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
65,NA,Marc Leishman,4,288.8,"2,310",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
66,NA,Kevin Kisner,4,288.3,"2,306",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
67,NA,Ian Poulter,4,288.1,"2,305",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
68,NA,Chez Reavie,4,285.6,"2,285",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
69,NA,Brandt Snedeker,4,284.6,"2,277",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
70,NA,Graeme McDowell,4,283.6,"2,269",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
71,NA,Michael Thompson,4,282.9,"2,263",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
72,NA,Tyler Duncan,4,281.9,"2,255",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
73,NA,Andrew Landry,4,281.3,"2,250",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
74,NA,Brendon Todd,4,281.1,"2,249",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
75,NA,Christiaan Bezuidenhout,4,280.6,"2,245",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
76,NA,Matt Kuchar,4,276.1,"2,209",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
77,NA,Kevin Na,4,271.6,"2,173",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
78,NA,Henrik Stenson,4,271.1,"2,169",8,t476,World Golf Championships-FedEx St. Jude Invitational,2020,weekly
1,1,Luke List,4,315.3,"2,522",8,t525,3M Open,2020,weekly
2,,Brandon Hagy,4,314.8,"2,518",8,t525,3M Open,2020,weekly
3,,Sam Burns,4,313.6,"2,509",8,t525,3M Open,2020,weekly
4,2,Tony Finau,4,311.9,"2,495",8,t525,3M Open,2020,weekly
5,T4,Patrick Rodgers,4,309.9,"2,479",8,t525,3M Open,2020,weekly
6,,Peter Uihlein,4,309.8,"2,478",8,t525,3M Open,2020,weekly
7,,Adam Schenk,4,309.4,"2,475",8,t525,3M Open,2020,weekly
8,,Cam Davis,4,308.5,"2,468",8,t525,3M Open,2020,weekly
9,T17,Sepp Straka,4,307.8,"2,462",8,t525,3M Open,2020,weekly
10,3,Matthew Wolff,4,307.5,"2,460",8,t525,3M Open,2020,weekly
11,,Tom Lewis,4,307.1,"2,457",8,t525,3M Open,2020,weekly
12,,Michael Gligic,4,305.9,"2,447",8,t525,3M Open,2020,weekly
13,55,Harris English,4,305.5,"2,444",8,t525,3M Open,2020,weekly
T14,,Matthias Schwab,4,304.5,"2,436",8,t525,3M Open,2020,weekly
T14,,Max Homa,4,304.5,"2,436",8,t525,3M Open,2020,weekly
T14,,Patton Kizzire,4,304.5,"2,436",8,t525,3M Open,2020,weekly
17,,Rafa Cabrera Bello,4,304.4,"2,435",8,t525,3M Open,2020,weekly
18,,Richy Werenski,4,304.3,"2,434",8,t525,3M Open,2020,weekly
19,,Pat Perez,4,303.1,"2,425",8,t525,3M Open,2020,weekly
T20,,Robert Garrigus,4,302.1,"2,417",8,t525,3M Open,2020,weekly
T20,,Nick Watney,4,302.1,"2,417",8,t525,3M Open,2020,weekly
T22,,Charl Schwartzel,4,302,"2,416",8,t525,3M Open,2020,weekly
T22,48,Charles Howell III,4,302,"2,416",8,t525,3M Open,2020,weekly
24,,Bill Haas,4,301.3,"2,410",8,t525,3M Open,2020,weekly
25,43,Si Woo Kim,4,301,"2,408",8,t525,3M Open,2020,weekly
26,,K.H. Lee,4,300.9,"2,407",8,t525,3M Open,2020,weekly
T27,,Bernd Wiesberger,4,300.8,"2,406",8,t525,3M Open,2020,weekly
T27,,Scott Stallings,4,300.8,"2,406",8,t525,3M Open,2020,weekly
29,,Emiliano Grillo,4,299.8,"2,398",8,t525,3M Open,2020,weekly
30,,Doug Ghim,4,299.6,"2,397",8,t525,3M Open,2020,weekly
31,,Bronson Burgoon,4,299.1,"2,393",8,t525,3M Open,2020,weekly
32,71,Henrik Norlander,4,298.6,"2,389",8,t525,3M Open,2020,weekly
33,,Cameron Tringale,4,298.4,"2,387",8,t525,3M Open,2020,weekly
34,T17,Xinjun Zhang,4,296.9,"2,375",8,t525,3M Open,2020,weekly
35,,John Merrick,4,296.6,"2,373",8,t525,3M Open,2020,weekly
36,,Tommy Gainey,4,295.8,"2,366",8,t525,3M Open,2020,weekly
37,,Josh Teater,4,295,"2,360",8,t525,3M Open,2020,weekly
38,,Robby Shelton,4,294.9,"2,359",8,t525,3M Open,2020,weekly
39,,Chase Koepka,4,294.6,"2,357",8,t525,3M Open,2020,weekly
40,57,Stewart Cink,4,294.5,"2,356",8,t525,3M Open,2020,weekly
41,,Hank Lebioda,4,294.4,"2,355",8,t525,3M Open,2020,weekly
42,,Kramer Hickok,4,294.1,"2,353",8,t525,3M Open,2020,weekly
T43,,Alex Noren,4,294,"2,352",8,t525,3M Open,2020,weekly
T43,,Kyle Stanley,4,294,"2,352",8,t525,3M Open,2020,weekly
45,,Austin Cook,4,293.5,"2,348",8,t525,3M Open,2020,weekly
46,,Michael Thompson,4,292.9,"2,343",8,t525,3M Open,2020,weekly
T47,,Chris Baker,4,292.8,"2,342",8,t525,3M Open,2020,weekly
T47,49,Bo Hoag,4,292.8,"2,342",8,t525,3M Open,2020,weekly
49,,Bo Van Pelt,4,292.4,"2,339",8,t525,3M Open,2020,weekly
50,,Brian Harman,4,292.3,"2,338",8,t525,3M Open,2020,weekly
51,,Danny Lee,4,292,"2,336",8,t525,3M Open,2020,weekly
52,50,Dylan Frittelli,4,291.8,"2,334",8,t525,3M Open,2020,weekly
53,,Tom Hoge,4,291.3,"2,330",8,t525,3M Open,2020,weekly
54,,Talor Gooch,4,290.6,"2,325",8,t525,3M Open,2020,weekly
55,,Michael Gellerman,4,290.1,"2,321",8,t525,3M Open,2020,weekly
56,,Chris Kirk,4,289.8,"2,318",8,t525,3M Open,2020,weekly
57,64,Denny McCarthy,4,289.3,"2,314",8,t525,3M Open,2020,weekly
58,,Brice Garnett,4,288.6,"2,309",8,t525,3M Open,2020,weekly
59,,Matt Every,4,288.4,"2,307",8,t525,3M Open,2020,weekly
60,,Adam Long,4,288.1,"2,305",8,t525,3M Open,2020,weekly
61,,George McNeill,4,286.8,"2,294",8,t525,3M Open,2020,weekly
62,,Alex Cejka,4,283,"2,264",8,t525,3M Open,2020,weekly
63,,Tim Wilkinson,4,281.4,"2,251",8,t525,3M Open,2020,weekly
64,,Arjun Atwal,4,280.9,"2,247",8,t525,3M Open,2020,weekly
65,45,Jason Dufner,4,279.5,"2,236",8,t525,3M Open,2020,weekly
66,T46,Ryan Moore,4,279.4,"2,235",8,t525,3M Open,2020,weekly
67,,Aaron Baddeley,4,277.9,"2,223",8,t525,3M Open,2020,weekly
68,,K.J. Choi,4,274.6,"2,197",8,t525,3M Open,2020,weekly
1,,Luke List,4,327.1,"2,617",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
2,,Tony Finau,4,318.8,"2,550",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
3,,Matthew Wolff,4,314.8,"2,518",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T4,,Patrick Rodgers,4,307.1,"2,457",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T4,,Scott Piercy,4,307.1,"2,457",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
6,,Rory McIlroy,4,306.8,"2,454",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
7,,Scott Harrington,4,304.9,"2,439",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
8,,Bubba Watson,4,304.6,"2,437",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
9,15,Brendan Steele,4,304.5,"2,436",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
10,,Scottie Scheffler,4,304.4,"2,435",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
11,20,Justin Thomas,4,304,"2,432",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
12,21,Xander Schauffele,4,302.6,"2,421",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T13,,Keith Mitchell,4,302.3,"2,418",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T13,,Sung Kang,4,302.3,"2,418",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
15,T26,Billy Horschel,4,301.4,"2,411",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
16,51,Louis Oosthuizen,4,301.3,"2,410",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T17,12,Sepp Straka,4,301.1,"2,409",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T17,,Xinjun Zhang,4,301.1,"2,409",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T17,46,Carlos Ortiz,4,301.1,"2,409",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
20,,Brooks Koepka,4,301,"2,408",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T21,T33,Mackenzie Hughes,4,299.8,"2,398",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T21,14,Corey Conners,4,299.8,"2,398",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
23,,Sergio Garcia,4,299.6,"2,397",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
24,,Ryan Palmer,4,299.4,"2,395",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T25,7,Keegan Bradley,4,299.3,"2,394",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T25,43,Matt Fitzpatrick,4,299.3,"2,394",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
27,6,Phil Mickelson,4,298.8,"2,390",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
28,,Lucas Glover,4,298.1,"2,385",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T29,,Tiger Woods,4,298,"2,384",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T29,5,Patrick Cantlay,4,298,"2,384",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T29,T35,Viktor Hovland,4,298,"2,384",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
32,,Jimmy Walker,4,297.8,"2,382",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
33,45,Jason Day,4,297.6,"2,381",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
34,,Marc Leishman,4,295.3,"2,362",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
35,23,Patrick Reed,4,294.3,"2,354",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T36,,Jordan Spieth,4,293.4,"2,347",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T36,9,Jon Rahm,4,293.4,"2,347",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
38,60,Matt Wallace,4,293,"2,344",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
39,,Joel Dahmen,4,292.9,"2,343",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
40,61,Matt Kuchar,4,292.8,"2,342",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T41,T58,Chez Reavie,4,292.1,"2,337",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T41,4,Gary Woodland,4,292.1,"2,337",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
43,13,Si Woo Kim,4,292,"2,336",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
44,,Lanto Griffin,4,291.8,"2,334",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
45,T58,Jason Dufner,4,291.5,"2,332",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T46,,Ryan Moore,4,291.3,"2,330",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
T46,,Abraham Ancer,4,291.3,"2,330",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
48,,Charles Howell III,4,290.5,"2,324",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
49,,Bo Hoag,4,290.4,"2,323",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
50,,Dylan Frittelli,4,290.3,"2,322",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
51,T28,Adam Hadwin,4,290.1,"2,321",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
52,,Danny Willett,4,289.8,"2,318",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
53,,Bud Cauley,4,289.6,"2,317",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
54,19,Collin Morikawa,4,287.9,"2,303",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
55,,Harris English,4,287.8,"2,302",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
56,42,C.T. Pan,4,287.5,"2,300",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
57,T24,Stewart Cink,4,287.1,"2,297",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
58,,Sebastián Muñoz,4,286.9,"2,295",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
59,,Mark Hubbard,4,286.6,"2,293",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
60,,Kevin Na,4,286.3,"2,290",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
61,62,Zach Johnson,4,285.5,"2,284",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
62,,Carl Pettersson,4,284,"2,272",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
63,,Tyler Duncan,4,283.9,"2,271",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
64,,Denny McCarthy,4,283.8,"2,270",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
65,,Erik van Rooyen,4,283.1,"2,265",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
66,T28,Kevin Streelman,4,282.4,"2,259",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
67,,Cameron Smith,4,282.1,"2,257",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
68,,Brendon Todd,4,281.3,"2,250",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
69,,Vijay Singh,4,280.5,"2,244",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
70,,Jim Furyk,4,278,"2,224",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
71,T37,Henrik Norlander,4,277.1,"2,217",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
72,66,Steve Stricker,4,274.6,"2,197",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
73,,Christiaan Bezuidenhout,4,272.9,"2,183",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
74,,William McGirt,4,268.6,"2,149",8,t023,the Memorial Tournament presented by Nationwide,2020,weekly
1,,MJ Daffue,4,313.8,"2,510",8,t533,Workday Charity Open,2020,weekly
2,2,Cameron Champ,4,312.8,"2,502",8,t533,Workday Charity Open,2020,weekly
3,T7,Sam Burns,4,311.1,"2,489",8,t533,Workday Charity Open,2020,weekly
4,,Gary Woodland,4,308,"2,464",8,t533,Workday Charity Open,2020,weekly
5,,Patrick Cantlay,4,307.3,"2,458",8,t533,Workday Charity Open,2020,weekly
6,,Phil Mickelson,4,306.8,"2,454",8,t533,Workday Charity Open,2020,weekly
7,41,Keegan Bradley,4,305,"2,440",8,t533,Workday Charity Open,2020,weekly
8,9,Hideki Matsuyama,4,304.9,"2,439",8,t533,Workday Charity Open,2020,weekly
9,,Jon Rahm,4,304,"2,432",8,t533,Workday Charity Open,2020,weekly
10,45,Adam Schenk,4,303.4,"2,427",8,t533,Workday Charity Open,2020,weekly
11,,Joaquin Niemann,4,302.9,"2,423",8,t533,Workday Charity Open,2020,weekly
12,17,Sepp Straka,4,302.4,"2,419",8,t533,Workday Charity Open,2020,weekly
13,37,Si Woo Kim,4,301.4,"2,411",8,t533,Workday Charity Open,2020,weekly
14,,Corey Conners,4,300.3,"2,402",8,t533,Workday Charity Open,2020,weekly
15,,Brendan Steele,4,299.9,"2,399",8,t533,Workday Charity Open,2020,weekly
16,,Matt Jones,4,299.4,"2,395",8,t533,Workday Charity Open,2020,weekly
17,,Charley Hoffman,4,298.8,"2,390",8,t533,Workday Charity Open,2020,weekly
18,25,Rickie Fowler,4,298.6,"2,389",8,t533,Workday Charity Open,2020,weekly
19,,Collin Morikawa,4,297.5,"2,380",8,t533,Workday Charity Open,2020,weekly
20,,Justin Thomas,4,296.9,"2,375",8,t533,Workday Charity Open,2020,weekly
21,,Xander Schauffele,4,296.8,"2,374",8,t533,Workday Charity Open,2020,weekly
22,35,Scott Stallings,4,296.6,"2,373",8,t533,Workday Charity Open,2020,weekly
23,,Patrick Reed,4,296.4,"2,371",8,t533,Workday Charity Open,2020,weekly
T24,,Stewart Cink,4,295.9,"2,367",8,t533,Workday Charity Open,2020,weekly
T24,,Nick Taylor,4,295.9,"2,367",8,t533,Workday Charity Open,2020,weekly
T26,,Billy Horschel,4,295.6,"2,365",8,t533,Workday Charity Open,2020,weekly
T26,,Adam Long,4,295.6,"2,365",8,t533,Workday Charity Open,2020,weekly
T28,,Kevin Streelman,4,294.9,"2,359",8,t533,Workday Charity Open,2020,weekly
T28,56,Adam Hadwin,4,294.9,"2,359",8,t533,Workday Charity Open,2020,weekly
30,40,Troy Merritt,4,294.8,"2,358",8,t533,Workday Charity Open,2020,weekly
31,15,Richy Werenski,4,294.4,"2,355",8,t533,Workday Charity Open,2020,weekly
32,,Shane Lowry,4,294.3,"2,354",8,t533,Workday Charity Open,2020,weekly
T33,,Mackenzie Hughes,4,294.1,"2,353",8,t533,Workday Charity Open,2020,weekly
T33,,Chase Seiffert,4,294.1,"2,353",8,t533,Workday Charity Open,2020,weekly
T35,,Chesson Hadley,4,293.8,"2,350",8,t533,Workday Charity Open,2020,weekly
T35,30,Viktor Hovland,4,293.8,"2,350",8,t533,Workday Charity Open,2020,weekly
T37,,Bronson Burgoon,4,293.5,"2,348",8,t533,Workday Charity Open,2020,weekly
T37,49,Henrik Norlander,4,293.5,"2,348",8,t533,Workday Charity Open,2020,weekly
T39,27,K.H. Lee,4,292.4,"2,339",8,t533,Workday Charity Open,2020,weekly
T39,,Roger Sloan,4,292.4,"2,339",8,t533,Workday Charity Open,2020,weekly
T39,36,Sungjae Im,4,292.4,"2,339",8,t533,Workday Charity Open,2020,weekly
42,,C.T. Pan,4,291.8,"2,334",8,t533,Workday Charity Open,2020,weekly
43,,Matt Fitzpatrick,4,290.9,"2,327",8,t533,Workday Charity Open,2020,weekly
44,51,Austin Cook,4,290.6,"2,325",8,t533,Workday Charity Open,2020,weekly
45,,Jason Day,4,290.4,"2,323",8,t533,Workday Charity Open,2020,weekly
46,,Carlos Ortiz,4,289.4,"2,315",8,t533,Workday Charity Open,2020,weekly
47,53,Chris Stroud,4,288.6,"2,309",8,t533,Workday Charity Open,2020,weekly
48,,Peter Malnati,4,288.5,"2,308",8,t533,Workday Charity Open,2020,weekly
49,,Talor Gooch,4,288.4,"2,307",8,t533,Workday Charity Open,2020,weekly
50,,Rory Sabbatini,4,288.3,"2,306",8,t533,Workday Charity Open,2020,weekly
51,,Louis Oosthuizen,4,287.4,"2,299",8,t533,Workday Charity Open,2020,weekly
52,,Ian Poulter,4,287.3,"2,298",8,t533,Workday Charity Open,2020,weekly
53,,Sam Ryder,4,287.1,"2,297",8,t533,Workday Charity Open,2020,weekly
