rank_this_week,rank_last_week,player_name,rounds,avg,total_distance,total_drives,tournamet_id,tournament_name,year,type
T36,9,Alex Noren,4,297.4,"2,379",8,t002,The American Express,2020,weekly
38,59,Talor Gooch,4,296.4,"2,371",8,t002,The American Express,2020,weekly
39,,J.T. Poston,4,296.1,"2,369",8,t002,The American Express,2020,weekly
40,,Wes Roach,4,295.6,"2,365",8,t002,The American Express,2020,weekly
41,,Anirban Lahiri,4,295.5,"2,364",8,t002,The American Express,2020,weekly
42,,Denny McCarthy,4,295.1,"2,361",8,t002,The American Express,2020,weekly
43,,Chesson Hadley,4,293.9,"2,351",8,t002,The American Express,2020,weekly
44,,Vincent Whaley,4,293.1,"2,345",8,t002,The American Express,2020,weekly
45,,Charley Hoffman,4,292.9,"2,343",8,t002,The American Express,2020,weekly
46,,Hank Lebioda,4,292.6,"2,341",8,t002,The American Express,2020,weekly
47,2,Carlos Ortiz,4,292.4,"2,339",8,t002,The American Express,2020,weekly
48,T38,Scott Piercy,4,291.6,"2,333",8,t002,The American Express,2020,weekly
49,,Bud Cauley,4,291.3,"2,330",8,t002,The American Express,2020,weekly
50,,Josh Teater,4,291.1,"2,329",8,t002,The American Express,2020,weekly
51,T32,Brian Harman,4,290.9,"2,327",8,t002,The American Express,2020,weekly
52,23,Henrik Norlander,4,290.8,"2,326",8,t002,The American Express,2020,weekly
53,,Ryan Moore,4,290.5,"2,324",8,t002,The American Express,2020,weekly
54,17,"Ted Potter, Jr.",4,290.3,"2,322",8,t002,The American Express,2020,weekly
55,,Bronson Burgoon,4,288.1,"2,305",8,t002,The American Express,2020,weekly
56,63,Rory Sabbatini,4,287.6,"2,301",8,t002,The American Express,2020,weekly
57,62,Ben Martin,4,287.4,"2,299",8,t002,The American Express,2020,weekly
58,,Mark Hubbard,4,287.3,"2,298",8,t002,The American Express,2020,weekly
59,,Fabián Gómez,4,287,"2,296",8,t002,The American Express,2020,weekly
60,50,Tom Hoge,4,286.9,"2,295",8,t002,The American Express,2020,weekly
61,61,Tim Wilkinson,4,286.6,"2,293",8,t002,The American Express,2020,weekly
62,,Troy Merritt,4,286.5,"2,292",8,t002,The American Express,2020,weekly
63,,Kevin Na,4,285.8,"2,286",8,t002,The American Express,2020,weekly
64,,Andrew Landry,4,285.6,"2,285",8,t002,The American Express,2020,weekly
65,,David Hearn,4,284.8,"2,278",8,t002,The American Express,2020,weekly
66,,John Huh,4,284.4,"2,275",8,t002,The American Express,2020,weekly
67,,Matt Every,4,283.4,"2,267",8,t002,The American Express,2020,weekly
68,51,Vaughn Taylor,4,282.8,"2,262",8,t002,The American Express,2020,weekly
69,,Jason Dufner,4,282.3,"2,258",8,t002,The American Express,2020,weekly
70,T54,Zac Blair,4,281.8,"2,254",8,t002,The American Express,2020,weekly
71,45,Andrew Putnam,4,281.4,"2,251",8,t002,The American Express,2020,weekly
72,65,Brian Stuard,4,280,"2,240",8,t002,The American Express,2020,weekly
73,,Tyler Duncan,4,278.3,"2,226",8,t002,The American Express,2020,weekly
74,57,Brendon Todd,4,275.5,"2,204",8,t002,The American Express,2020,weekly
1,NA,Cam Davis,4,302,"2,416",8,t006,Sony Open in Hawaii,2020,weekly
2,NA,Carlos Ortiz,4,300.4,"2,403",8,t006,Sony Open in Hawaii,2020,weekly
3,20,Lanto Griffin,4,298.4,"2,387",8,t006,Sony Open in Hawaii,2020,weekly
4,NA,Nick Taylor,4,297.5,"2,380",8,t006,Sony Open in Hawaii,2020,weekly
5,NA,Cameron Smith,4,297.3,"2,378",8,t006,Sony Open in Hawaii,2020,weekly
6,NA,Patrick Rodgers,4,297.1,"2,377",8,t006,Sony Open in Hawaii,2020,weekly
7,NA,Sungjae Im,4,296.9,"2,375",8,t006,Sony Open in Hawaii,2020,weekly
8,NA,Scott Harrington,4,296.8,"2,374",8,t006,Sony Open in Hawaii,2020,weekly
9,NA,Alex Noren,4,296.6,"2,373",8,t006,Sony Open in Hawaii,2020,weekly
10,NA,Sam Ryder,4,296,"2,368",8,t006,Sony Open in Hawaii,2020,weekly
11,25,Ryan Palmer,4,295.4,"2,363",8,t006,Sony Open in Hawaii,2020,weekly
12,NA,Matthew NeSmith,4,294.9,"2,359",8,t006,Sony Open in Hawaii,2020,weekly
T13,NA,Charles Howell III,4,294.5,"2,356",8,t006,Sony Open in Hawaii,2020,weekly
T13,NA,Brendan Steele,4,294.5,"2,356",8,t006,Sony Open in Hawaii,2020,weekly
15,NA,Rikuya Hoshino,4,294.3,"2,354",8,t006,Sony Open in Hawaii,2020,weekly
16,NA,D.J. Trahan,4,294,"2,352",8,t006,Sony Open in Hawaii,2020,weekly
17,NA,"Ted Potter, Jr.",4,293.5,"2,348",8,t006,Sony Open in Hawaii,2020,weekly
18,NA,Matt Jones,4,293,"2,344",8,t006,Sony Open in Hawaii,2020,weekly
19,NA,Hudson Swafford,4,292.9,"2,343",8,t006,Sony Open in Hawaii,2020,weekly
20,NA,Jimmy Walker,4,292.8,"2,342",8,t006,Sony Open in Hawaii,2020,weekly
21,NA,Rhein Gibson,4,292.3,"2,338",8,t006,Sony Open in Hawaii,2020,weekly
22,26,Joaquin Niemann,4,292,"2,336",8,t006,Sony Open in Hawaii,2020,weekly
23,NA,Henrik Norlander,4,291.3,"2,330",8,t006,Sony Open in Hawaii,2020,weekly
24,NA,Emiliano Grillo,4,291,"2,328",8,t006,Sony Open in Hawaii,2020,weekly
25,NA,Harry Higgs,4,290.9,"2,327",8,t006,Sony Open in Hawaii,2020,weekly
26,NA,Sepp Straka,4,290.4,"2,323",8,t006,Sony Open in Hawaii,2020,weekly
T27,NA,Joseph Bramlett,4,289.4,"2,315",8,t006,Sony Open in Hawaii,2020,weekly
T27,NA,Hideki Matsuyama,4,289.4,"2,315",8,t006,Sony Open in Hawaii,2020,weekly
29,NA,Joel Dahmen,4,288.8,"2,310",8,t006,Sony Open in Hawaii,2020,weekly
30,NA,Brandt Snedeker,4,288.6,"2,309",8,t006,Sony Open in Hawaii,2020,weekly
31,15,Kevin Kisner,4,288.5,"2,308",8,t006,Sony Open in Hawaii,2020,weekly
T32,NA,Abraham Ancer,4,288.4,"2,307",8,t006,Sony Open in Hawaii,2020,weekly
T32,NA,Brian Harman,4,288.4,"2,307",8,t006,Sony Open in Hawaii,2020,weekly
34,NA,Webb Simpson,4,288.1,"2,305",8,t006,Sony Open in Hawaii,2020,weekly
35,NA,Russell Knox,4,287.8,"2,302",8,t006,Sony Open in Hawaii,2020,weekly
36,NA,Bo Hoag,4,287.6,"2,301",8,t006,Sony Open in Hawaii,2020,weekly
37,NA,Rob Oppenheim,4,287.5,"2,300",8,t006,Sony Open in Hawaii,2020,weekly
T38,NA,Scott Piercy,4,286.9,"2,295",8,t006,Sony Open in Hawaii,2020,weekly
T38,NA,Daniel Berger,4,286.9,"2,295",8,t006,Sony Open in Hawaii,2020,weekly
40,17,Collin Morikawa,4,285.8,"2,286",8,t006,Sony Open in Hawaii,2020,weekly
T41,NA,Kramer Hickok,4,285.4,"2,283",8,t006,Sony Open in Hawaii,2020,weekly
T41,NA,Michael Thompson,4,285.4,"2,283",8,t006,Sony Open in Hawaii,2020,weekly
43,22,Corey Conners,4,284.9,"2,279",8,t006,Sony Open in Hawaii,2020,weekly
44,NA,Chase Seiffert,4,284.5,"2,276",8,t006,Sony Open in Hawaii,2020,weekly
45,NA,Andrew Putnam,4,284.4,"2,275",8,t006,Sony Open in Hawaii,2020,weekly
46,NA,Keegan Bradley,4,283.8,"2,270",8,t006,Sony Open in Hawaii,2020,weekly
47,NA,Marc Leishman,4,283.4,"2,267",8,t006,Sony Open in Hawaii,2020,weekly
48,NA,Pat Perez,4,283.1,"2,265",8,t006,Sony Open in Hawaii,2020,weekly
49,31,Nate Lashley,4,283,"2,264",8,t006,Sony Open in Hawaii,2020,weekly
50,NA,Tom Hoge,4,282.5,"2,260",8,t006,Sony Open in Hawaii,2020,weekly
51,NA,Vaughn Taylor,4,281.6,"2,253",8,t006,Sony Open in Hawaii,2020,weekly
52,NA,Michael Gellerman,4,280.6,"2,245",8,t006,Sony Open in Hawaii,2020,weekly
53,NA,Zach Johnson,4,279.6,"2,237",8,t006,Sony Open in Hawaii,2020,weekly
T54,NA,Zac Blair,4,279.5,"2,236",8,t006,Sony Open in Hawaii,2020,weekly
T54,NA,Satoshi Kodaira,4,279.5,"2,236",8,t006,Sony Open in Hawaii,2020,weekly
56,NA,Mark Anderson,4,279.1,"2,233",8,t006,Sony Open in Hawaii,2020,weekly
57,33,Brendon Todd,4,279,"2,232",8,t006,Sony Open in Hawaii,2020,weekly
58,23,Graeme McDowell,4,277.9,"2,223",8,t006,Sony Open in Hawaii,2020,weekly
59,NA,Talor Gooch,4,276.3,"2,210",8,t006,Sony Open in Hawaii,2020,weekly
60,NA,Peter Malnati,4,275.4,"2,203",8,t006,Sony Open in Hawaii,2020,weekly
61,NA,Tim Wilkinson,4,273.5,"2,188",8,t006,Sony Open in Hawaii,2020,weekly
62,NA,Ben Martin,4,273.1,"2,185",8,t006,Sony Open in Hawaii,2020,weekly
63,NA,Rory Sabbatini,4,272,"2,176",8,t006,Sony Open in Hawaii,2020,weekly
64,NA,Mikumu Horikawa,4,271.6,"2,173",8,t006,Sony Open in Hawaii,2020,weekly
65,NA,Brian Stuard,4,270.5,"2,164",8,t006,Sony Open in Hawaii,2020,weekly
66,NA,Jerry Kelly,4,257.4,"2,059",8,t006,Sony Open in Hawaii,2020,weekly
1,,Cameron Champ,4,292.9,"2,343",8,t016,Sentry Tournament of Champions,2020,weekly
2,,Martin Trainer,4,279.8,"2,238",8,t016,Sentry Tournament of Champions,2020,weekly
